,text
4948,itnot fair directly compare vaccine effectiveness others 
4949,pharmaceutical giant paid 1 billion settlement injury death fraud claim nowle 
4950,ukgovtweets donegreat job spreading bet early race fo 
4951,content pfizer vaccine 
4952,grateful opportunity protect others andsmall community idiot 
4953,one one go tjuhospital 
4954,first vaccination today kingscollegenhs well organised 
4955,provides manufacturing capacity vtmnieuws hln_be 
4956,1st dose done 
4957,interesting new polling data 
4958,2 2 thrilled second dose letdo 2021 _thenmh making sure recipient sugar level 
4959,received 2nd dose vaccine today incredibly grateful hard work everyone involved 
4960,first vaccine worry whether be2nd given euattituded certa 
4961,good know 
4962,another busy weekend volunteer working tynehealth delivering thelittle rest 
4963,responder alex aka dizzynurse77 vaccinated rachel28911 morninggreat friend scheme previou 
4964,dosing schedule british medical journal ukliving laboratory coul 
4965,miserable day taken180 degree turnaround currently queue get second vaccine think 
4966,deafdeirdre spoke soon 24hrs post injectioncame withsearing headache chill fever 100 4 fat 
4967,pfizer shown green light new technique fromone ta 
4968,finnish nurse inventedway get 7 dos ofnormal bottle instea 
4969,happygilmour68 moutet ed_fringe fox_claire telegraph sanofi gave first candidate cooperati 
4970,get vaccinated today 
4971,staff nurse sister lead chemotherapy nurse using sunday vaccinate 
4972,scaremongering aman anti vaxxer would reputable doctor write unless expert 
4973,borisjohnson begging vaccine vdl helping briton survive blocking 3 500 
4974,recognises mademistake via youtube 
4975,stephen lynch democratic lawmaker test covid 19 positive receiving second pfizer biontechva 
4976,rollout continues amp rachael loftus volunteering vaccine 
4977,trishgreenhalghm unfortunate sod tested positive withroutine pcr test 9 day first 
4978,looking forward get new update soon 
4979,carlwheezersbby regularreh budumallitook 10 day ago amp 2nd dose due 12 02wa 
4980,baxterpeterba adzd200 greghuntmp u ever another wave onlyseason away need 
4981,senkatyg mark_butler_mp minister jechalmers albomp question fed parl tuesday 
4982,adzd200 greghuntmp agree tgagovau approved rollout yetguess waiting final trial data 
4983,oflynnsocial yes proud vaccine rollout amount spent goverment 
4984,insidersabc joshfrydenberg david_speers known gamble would bet 
4985,key_proud alangwardrophave 2nd dose date booked time 2nd dose date doesnshow 
4986,alangwardrop philmyers53 prof gov considering mixing vaccine 1st dose 6th jan card cl 
4987,tremendous effort multiple agency get third consignment vaccine 
4988,suluedt trishgreenhalgh would great connect andcan put touch regional team clinic 
4989,yesterday experienced army nurse first time mum vaccination mum made feel 
4990,interesting people first injection varying side effect different manufacturer 
4991,novavax win vaccine race hand long term 1 95 6 efficacy baseline wuhan 
4992,massachusetts congressman received dos pfizer coronavirus vaccine tested positive virus 
4993,24 hr second dose amp feeling great 
4994,second vaccine appointment monday morning 
4995,amazing isnitpromising future defense vaccine certain ittime tested ca 
4996,got rhinovirus uri 2 5 wks 2nd dose 6 day late uri almost gone 
4997,new vaccine soon available 2 different set vaccine recipie 
4998,uconference bishop deemed morally permissible receive 
4999,got 2nd dose 
5000,rollout second dose started uhw_waterford week ambulancenasse 
5001,second dose received thursday side effect report far except standa 
5002,pay attention msm likely report 
5003,boycott product group view h 
5004,pfizer new advertising slogan money life money death unable 
5005,plan administer vaccine elderly population 
5006,vaccine manufacturer said formula effective variant 
5007,chair national immunisation advisory committee niac said giving vaccine proven 
5008,impression mrna vaccine quiet eff 
5009,pharmacad2016 
5010,21 day late second dose covid 19 vaccine done pfizer hselive 
5011,efficacy summary vaccine administered canada added appendix 
5012,euronews great news shame 
5013,dr noor hisham said participating covid 19 emergency management technical committee 
5014,adamsonjon mr_numbers craignikolic hpiandycowper shaunlintern really pfizer 
5015,anaphylaxis amp side effect via straits_times 
5016,vaccine data israelpfizer deal drive quick rollout amid privacy worry paidpremium locke 
5017,vax called medicine drug gene therapy neither stop transmission 
5018,tired hearing state amp province canget enuff shot arm lack supply etc yet know one 
5019,michaelgrayson lewis_goodall lot silly disinformation sm end play shot foundhome 
5020,itreporting season next week vaccine major player following week newbie wil 
5021,mdvrdrmn publiekeomroep 2ekamertweets approved fda vaccine 
5022,hope age like milk back prove ineffici 
5023,proud part oflong way go still many elderly vulnerable patient 
5024,xkcd smbccomics excellent explanation vaccine work aimed nerd withprogr 
5025,hope fire getting first dose covid vaccine 
5026,ihearing experience may differ nh trustswas givencard batch and4 page leafle 
5027,sue lee grew life got first dose 
5028,first dose well done cwmtafmorgannwgvery organised vaccine centre bridgend staff great looking 
5029,home thousand community forefront recent social medium driven retail trading frenzy 
5030,however detail available many dos first shipment contain would shipped 
5031,hcws got 1 dose 30 60before vaccination36 high ab leve 
5032,pls remember still awaiting roll vaccine actually work like vaccine amp 
5033,please retweet comparison 6 top covid vaccine including efficacy work variant data etc 
5034,chapelguilt sergiocarvalho speitsch jacobsonwaredonthink uk 
5035,
5036,officially got 1st dose deltoid wasbit numb first 30 mi 
5037,patricia_hamill rich dos vaccine intimely manner 
5038,amp vaccine work dominantk kent variant reduce spread 
5039,event captured long reproducing castellated lab locked th 
5040,ach twitter 
5041,conservative many two dos 
5042,second dose donehumeyrabue baptisthealthar 
5043,soon releasing another security update vaccine release 
5044,add goal reduce mortality prevent hospitalisation vax special require 
5045,practice team working hard invite eligible patient thank patience c 
5046,skynewsbreak balance 49 000 adverse reaction reported experimenta 
5047,vaccinologist emerging evidence may reduce viral load infected 
5048,0 04 covid infection 2 dos vaccine 
5049,neutralization geometric mean titer gmt vaccine elicited serum mutant virus 0 
5050,got 1st dose see side 
5051,fully vaccinated high af 
5052,planned shipment bulgaria postponed due bad weather authorit 
5053,videosuffers seizure 24 hour 
5054,made moment possible little family andare thankful 
5055,recently arct announced phaseii data single prime boost covid 19 
5056,coronavirus vaccine grant protection south african british variant 
5057,todayvaccine dose two incouple hoursll updating howfeel round 2 
5058,germany tradegate high demand ibio problem became kn 
5059,one cant solely count covid digest nursing home outbreak despite vaccination 
5060,time one must wait availability best would one compromise health getless 
5061,today took covid 19 vaccine 
5062,oxford working good late never confirmed current version minimal effect stopp 
5063,great news pfizer cut vaccine production time half 
5064,dr mkhize evenkid would know sa discovered new variant point shou 
5065,western cape procure vaccine privately funded alanwinde 
5066,please share sign feb 9th date 
5067,breakingresearch study vaccinated individual showedmarked reduction 
5068,bbcnews medium info simple term uk using 2 principle amp 
5069,new england journal medicine efficacy safety mrna 1273 sars cov 2 vaccine 
5070,recently published mhra vaccine adr data report 
5071,administers 41 2 
5072,jacksonhealth safety superpower pfizer prof 
5073,14 senior citizen got infected new mutation1 1 7 week receiving se 
5074,astrazeneca confirmed vaccine developed offer limited protection agains 
5075,last seven week jackson administered 100 000 dos vaccine 
5076,tinofamutevedzi amutambara kangaizw interesting piece assortment covid19 vaccine work 
5077,ericfritchman gijoe097 get vaccinehave mine 
5078,know anyone pfizer vaccine experience side effect p 
5079,recent data published ukindependent medicine regulator assures pfizer biontech oxford univer 
5080,recent data published ukindependent medicine regulator assures pfizer biontech oxford univer 
5081,feel extremely lucky first vaccine today 
5082,thank dha_dubai accommodating vaccine quicklydonnormally push personal event gettin 
5083,45 hour second slept good fever gone good 
5084,press amp govt go vaccine amp south africa variant one talk vaccin 
5085,kazhazdaz gazarty146 nicolawitch temporary license jab cover 16 
5086,short intro mrna vaccine 
5087,got today qehbham seen passionate excellent staff thank 
5088,nicolawitch herethe ingredient 
5089,biontech saidpreliminary study show vaccine work coronavirus variant uncovered britain sou 
5090,lucky recognised askey worker received first jab thursday 
5091,jesus christ people come 
5092,country enough dos shame addenbrookehospital cambridge told staff last week 
5093,paint every one acrylic mixed medium sheet 
5094,2nd vaccine done 
5095,deborahmeaden given temporary licensing 2 dos 
5096,preprint israel suggests51 effectiveness bnt162b2 1st dose 13 
5097,trust health 
5098,pfe reject well info 
5099,getting afternoon turn intozombie disclaimer joke tweet 
5100,exploring supply chain covid 19 vaccine 
5101,demand vax soar review sputnikv need fridge storage unlike 
